1,2,3,4,5,6,7,8,9,10,Pattern
0,0.4831911975605725,1,0.12116789510852294,0.7154935067891497,0.21292457901744666,0.6018620119129472,0.2569069655566104,0.5660330218581455,0.4460058439120036,3
0,0.5736395009405063,1,0.1681260612444428,0.6269780656519104,0.20097793609750547,0.6040233592282997,0.3102388800101956,0.5684601071617713,0.4404554433172862,3
0.0548604560990734,0.5393892311645373,1,0.06103396246726295,0.7853479801239913,0.14970583631358525,0.6742794334879489,0.2660478552891178,0.5623489830627336,0.337443931560986,3
0.2525486357617183,0.7045831277112985,1,0.07539406842611099,0.8819228576089976,0.14115725904594645,0.8355190688931955,0.2062139917614607,0.7704928216846263,0.3378943727608655,3
0,0.6550808471342162,1,0.1193205703847161,0.7230762841953969,0.2104240307167884,0.6686045118670135,0.3162882226471494,0.6324012449134053,0.4027005690429209,3
0,0.27901418431041725,1,0.13093066014816704,0.7774256988228379,0.15974360405613897,0.6059736339367647,0.25783884281577346,0.5529914511360783,0.36839552231685846,3
0,0.4656325148080523,1,0.10358591579837087,0.7703307286462154,0.26165910878917076,0.7507534505137977,0.3142124338641355,0.7165040459299266,0.4776857029971733,3
0.10477738241558493,0.35237788938621356,1,0.08403548836602218,0.7832190614897517,0.2262025186926393,0.6474809795950303,0.3241839773213171,0.6193534806372613,0.4363538644897199,3
0.018999858313029982,0.7291476587423369,1,0.16746350243796382,0.695379652064087,0.2460437522607808,0.6577933585487371,0.3064454581202039,0.6241169816582143,0.42369040543807035,3
0.10238810448310316,0.7939760960112527,1,0.17813715447087292,0.5979746057085271,0.21777513097235884,0.5187790620440631,0.25513080816085104,0.4762210374199187,0.3153408458577792,3
0,0.5295764383182202,1,0.0825319631773785,0.8132013201692277,0.17390691132163216,0.6869909118648584,0.23082758959473315,0.5641288332654751,0.33409535811208024,3
0,0.446029188410851,1,0.05758274881201714,0.8560905817595428,0.1913357898202087,0.7731717141939162,0.30582470854275523,0.6822616251816606,0.5202382586711033,3
0.056713549097223426,0.2989564988106686,1,0.10066674536781726,0.7500290938952706,0.24934411781891963,0.6457063353075638,0.3375775999152837,0.5924121463190932,0.42143114967989126,3
0,0.10258770082376617,1,0.09052422457896758,0.6835115767442803,0.2235647614716736,0.646886676006158,0.33128565200317983,0.6094032505572979,0.4836654176411796,3
0.04607731672158436,0.6026279714692251,1,0.07307708403724067,0.8627311149987567,0.1481218085218743,0.8164292125222631,0.23862346934047385,0.6543581211917542,0.36276299868853024,3
0.2786383280062996,0.5415936902502839,1,0.06002511770728673,0.8855453651860496,0.14369813937683107,0.7549939488328318,0.2498370798790175,0.6803873237958009,0.4427446937549758,3
0.10864630146942499,0.7109385918120728,1,0.10829401160890277,0.831923912116029,0.31571620554142743,0.7251127784491698,0.3532616086117118,0.6658127374771703,0.46160830952684084,3
0,0.21000874266568179,1,0.15107961353119437,0.7803775686620646,0.2842123406639277,0.6523270049275915,0.32325157360055895,0.6015546394865559,0.44233777747100245,3
0,0.33689896936211766,1,0.10439300788467837,0.6806029982875206,0.2681204295936241,0.5785335892029784,0.34028103375154906,0.5431202668138032,0.4439599865904634,3
0.07526137957977942,0.5286110186215137,1,0.173419786369396,0.6314706890594581,0.23156234065325115,0.5291246747558804,0.2564560864948656,0.5132880867642537,0.31603509849306083,3
0,0.348322452222135,1,0.06742666834708691,0.781785556571737,0.11241765379474344,0.6068556671193001,0.1698450281201323,0.565443475665686,0.2895099330911878,3
0,0.3586570650141154,1,0.19365794169744044,0.5968703031568199,0.2926316885653554,0.5584063821304547,0.33990656915128237,0.5196442859320125,0.4490974909008366,3
0,0.4546781386787935,1,0.08092069874868914,0.8271590680118681,0.1480498001655639,0.6554960068780805,0.2669204886764158,0.5940292332829531,0.4163618327207971,3
0.21955778484688915,0.5100218405092071,1,0.14393719765193158,0.7823887720099262,0.2890579697533129,0.7213206651857809,0.400143659087594,0.6306123815675723,0.46208754181019784,3
0.16585493049724376,0.4558337969136959,1,0.08826897557187374,0.7654931915806585,0.16371110465883099,0.6161831411030763,0.18770316932137288,0.5233861617006373,0.31221233037353857,3
0,0.12639520492763393,1,0.14861798230677203,0.6893029650416804,0.29636787437795375,0.6354746353970357,0.3813093432129751,0.5815370437181617,0.4217390974430113,3
0.11796258237188689,0.46699447920010684,1,0.1831089023739335,0.7560434369541702,0.26075712968741555,0.6448258468636555,0.34236960581669074,0.5876451869850213,0.4109205945961279,3
0,0.5896624186516171,1,0.19394246943770738,0.6996566116580444,0.2139178495058749,0.6011162709005251,0.23523338918835401,0.5470250477782033,0.4010954146454152,3
0.2998785578138189,0.5562519528066011,1,0.1942373685040587,0.7677330681576042,0.3201124060213346,0.6587323525926736,0.37619597382416886,0.5986245168082451,0.43986899175665606,3
0.299770918713062,0.5181999224864072,1,0.16186926738146348,0.7463464422379404,0.31455220379515625,0.6916502682849294,0.4075698559149088,0.6358466550489682,0.4511172079164884,3
0,0.6647110746155243,1,0.059996625704500275,0.8916005932379325,0.2658497108271024,0.8609798919023643,0.3438756596785223,0.833916094872492,0.5702487273230776,3
0.1361513480368016,0.684665659190338,1,0.1189416391651891,0.7710890808925294,0.2103959947264551,0.7064610975010688,0.28831234619863266,0.6878896857022019,0.4010446832419634,3
0,0.4228559560770955,1,0.18245012699850005,0.6926284745823146,0.26640179478327286,0.5837218463522571,0.34081636873510646,0.5371314895559716,0.38250415812772043,3
0,0.3037971844217717,1,0.09654508678798854,0.757295844071945,0.13429350627978265,0.6958856677169388,0.24495164354781868,0.5760226584881664,0.32517837902314883,3
0.1441733641351938,0.42121948491255523,1,0.09150008433415313,0.6694672935226569,0.20669317032834061,0.5669967920269603,0.27707169756362343,0.5095729022066585,0.4094347358646273,3
0,0.7323095601387457,1,0.17120579523221868,0.6107599218867242,0.2573820518795383,0.5702729664962563,0.29247152019259115,0.49491197676093124,0.39158947652599696,3
0,0.6006092975608412,1,0.13045244355381427,0.6476182219622394,0.18248242158634848,0.5369095652322052,0.27046899719875056,0.5115440536499698,0.3821022981884036,3
0,0.43639697244112874,1,0.08037380786362885,0.7055596222417055,0.17964312508321223,0.6843240609786584,0.3104620302360118,0.5792575962095321,0.42152122146711557,3
0,0.5436764453126733,1,0.1377787270027535,0.6308018271075121,0.2482920433951572,0.5483919992583756,0.2741094614528919,0.5145443429041375,0.3404739887998513,3
0,0.6848859711190434,1,0.07792156907303799,0.7446998695014797,0.19605197896089732,0.5896998408359762,0.2788713663198564,0.5469239921728796,0.4139797676067226,3
0,0.4812664236568597,1,0.1578381734367127,0.635527201402842,0.25657158798089663,0.539917424507923,0.3121828781211212,0.4840133016697975,0.36041039334757496,3
0,0.48590477507438695,1,0.0834930487822397,0.7624531963993307,0.2684893784110199,0.6558712669749966,0.3491894925128914,0.6079540240249918,0.42920826496223186,3
0.18314997410689798,0.19628036810726412,1,0.13890277258987832,0.6808914935120917,0.27449310903167184,0.579886378493564,0.33643404675025224,0.5173706776354532,0.3893691326047083,3
0,0.30089933830781823,1,0.12771688417547003,0.8004157706903046,0.18912411560547926,0.7631393185579348,0.22229013054948632,0.6422883683485312,0.426725277262213,3
0.06306820174495327,0.4079023964573505,1,0.10448296757891361,0.8144807477536556,0.2629275953703062,0.6988392536075502,0.291755018715148,0.631693266259883,0.455640743769694,3
0,0.18409443476902743,1,0.09279681762859074,0.8678340695490471,0.19474500571962505,0.8381437890977836,0.21968177120376775,0.687664346943864,0.5041950516378144,3
0,0.7823019135898983,1,0.07845693157158867,0.6656470799089331,0.2155421882635511,0.5857439169262446,0.2987012292665997,0.5280943181556363,0.3585488098284073,3
0,0.4938257695429387,1,0.1792896951011051,0.7008168809443489,0.30562626187326614,0.6358680288180608,0.3844332439806479,0.6002162876293201,0.4626177627920609,3
0,0.3309082230485936,1,0.057798422392719935,0.8567373392917513,0.2741853677940953,0.7654335442320107,0.3432687482466315,0.6590240281759702,0.4208165790547382,3
0,0.28721922741486455,1,0.15627835440554544,0.6871129600871583,0.26445778137368164,0.5902208391352071,0.33757615859905127,0.5769280455374751,0.47515511896410273,3
0,0.16975233873702253,1,0.07263887758914943,0.8648116435846427,0.2785885545153498,0.7126852563999704,0.3492458046204049,0.6643494723856969,0.5076900231416732,3
0.22769445872158287,0.5056490146578703,1,0.10865334956441047,0.857410537899448,0.19008181954396763,0.7885031031264677,0.27746943092925036,0.6753724385976508,0.47768696530912336,3
0,0.1772403352599536,1,0.06903129255671447,0.729977886638995,0.22119228043584427,0.662466452807313,0.23894936398485572,0.5858896311555655,0.3162738276373086,3
0.23706795675173978,0.7035489038628205,1,0.10182493351675442,0.7650451226272077,0.2211551815198265,0.6943336577038857,0.3076576502689151,0.5927184026045919,0.40234059526863175,3
0.17189964921255538,0.5674463701481107,1,0.09960506056920024,0.6780703871662297,0.26377456209309175,0.6613184585927793,0.32283427078804183,0.5676623946549577,0.45970789676654994,3
0.25595833473459406,0.7559738836844121,1,0.14201429866078957,0.8225912400920116,0.33445579466339453,0.757681600441587,0.4128524811365625,0.708062561338183,0.4978857211249069,3
0.16053265358649385,0.48078019933056926,1,0.15875997355651594,0.6414455769285626,0.26233242549732505,0.5600699417702442,0.3317329479917651,0.5045980508469884,0.3677910496516119,3
0,0.7865070103605882,1,0.07767693318584423,0.6687839778457136,0.14397300029708393,0.6242340473094818,0.2471680604404033,0.5489519317291551,0.4266705246956951,3
0,0.5425654511732211,1,0.17402509145060474,0.7305627130492889,0.24022763651349138,0.6563598814476941,0.2745264096651798,0.6349901129744013,0.452259483517445,3
0.20068030855525407,0.7928675612482978,1,0.11115980896058811,0.7931798373431382,0.2657055725498403,0.6576487807413082,0.3554717311377449,0.6348888977631727,0.44019076688801606,3
0.23449698893554216,0.39778293702988105,1,0.1312389273405516,0.7368967165232142,0.2613559953245976,0.6922236007109596,0.3698964826997255,0.6299634865457563,0.4983901157436095,3
0.0971817371869106,0.510387675304861,1,0.12322320036915584,0.7523546413089995,0.21524030833209906,0.677539390027057,0.24522224384538877,0.6114199097647779,0.3495122334656375,3
0,0.6369219333201328,1,0.18867922194003206,0.6482982475949508,0.30752462130221053,0.5887489620108864,0.3684638882571711,0.5519026145724923,0.4063728418440049,3
0.19852462657775666,0.4916971194702939,1,0.18330054107909294,0.669554803145477,0.3097872870944391,0.5697046956992522,0.34395801389252073,0.5486467582816638,0.38422057482240257,3
0,0.5435113096937735,1,0.08343514645089115,0.7205238468547489,0.12404447682122699,0.5680669700539271,0.21498462403392982,0.4861810073958716,0.3253603946806025,3
0,0.27844864044487866,1,0.1756728288709617,0.6849018344170126,0.22970707313687544,0.6042841795114362,0.32137750027119744,0.5760294776215654,0.39309866197990895,3
0.27728367482146477,0.6830635793144237,1,0.09365604694339551,0.7167708502461323,0.19289946184774254,0.5780758213410975,0.2959335122210535,0.5657351187220718,0.4047771127954053,3
0,0.7164639622999329,1,0.17244710678013248,0.6023115212678541,0.27340988701193447,0.5344454152888827,0.33505901811097927,0.48869005138436694,0.4088646277030682,3
0,0.663460860225835,1,0.18431507437417438,0.7778160146058176,0.20899032620164693,0.6641961048961722,0.26547890146152286,0.6361903650720184,0.45844218849651963,3
0.2656957559917039,0.5624108382272627,1,0.0962366573121515,0.7448540514267659,0.22385756989644912,0.6179596332444433,0.2523772367640331,0.5904597555248245,0.33924477414688303,3
0.2598559385296628,0.5561395580191276,1,0.19734990112787187,0.7606607167113243,0.23777850425022073,0.6848906188403436,0.308529002337397,0.6370066853768919,0.4133371497297112,3
0,0.7844366273252792,1,0.19856876861445844,0.6467131133126296,0.28384446567173405,0.5736338886964716,0.3478655766977758,0.5092217811491742,0.4163831050620197,3
0,0.050195519844793604,1,0.1934341054648202,0.576664399850511,0.2840851126312919,0.49792607171483216,0.3398570314787123,0.4725731279633505,0.3929610971041571,3
0.24672166254531447,0.5082943350442344,1,0.0586608971667336,0.8451427216933343,0.21151361564889737,0.694642698521521,0.26748947582215904,0.607014963391838,0.40193189216528835,3
0,0.5617055514208026,1,0.13217739135604464,0.6186061552482576,0.25776654332328436,0.5586043514746293,0.29509460228573997,0.48387400413647896,0.35655815999846535,3
0,0.5242770453575222,1,0.10640385853219665,0.7844251473262444,0.2508059131082804,0.6979816433832733,0.34324352088364096,0.6488514768863721,0.4442291522229277,3
0,0.21782815864013758,1,0.08366908825250866,0.7351316062961424,0.13527190841400305,0.6525237601753402,0.20076936450291555,0.6083627861293213,0.3989579982846551,3
0.04836744311270667,0.49308269286171796,1,0.13759000511830027,0.6921023714935152,0.235806935970158,0.6207491825564522,0.3466087313978956,0.585370795345725,0.3968707856724642,3
0,0.05946208513395473,1,0.13839980840660296,0.8244148664367545,0.27526188095255233,0.7758982756146703,0.3615779488058656,0.708244875811451,0.49822918172355046,3
0.1750181657755234,0.7147614655254446,1,0.07940679751760621,0.7705336591434945,0.11193167452203401,0.604771124130377,0.17281392750068203,0.5798848939707283,0.29399354168563996,3
0.27600826962480285,0.6954055528891031,1,0.1766553233984508,0.781641483285428,0.243900401820903,0.6667795038462349,0.2658311204634967,0.5947066728930592,0.33967878635894416,3
0.0030865637324713033,0.36291873430371696,1,0.09952197499034196,0.7786395792118174,0.1941301356393611,0.640692838155611,0.3078888721889354,0.5610928819523978,0.45370946582521166,3
0,0.5804369703866651,1,0.17621409870134014,0.7734772960762483,0.2533118093566973,0.7019871151178869,0.38140744701923257,0.6862496804610076,0.46037996977771223,3
0.19782020576908976,0.4004106982190588,1,0.08439585179691353,0.7907571731123402,0.1912367053356916,0.7419527664087738,0.332936631124555,0.6874226707447715,0.4420058547340784,3
0.21310043341949766,0.3286602955300949,1,0.19555548819664037,0.7011769202080835,0.29614829877223936,0.6188514811198025,0.3181284691866034,0.5589188160120102,0.4344044243740399,3
0.08637824063446949,0.7272479381089337,1,0.19377698268128574,0.6813122954254179,0.2920425335291039,0.6381858747938447,0.35886232335191887,0.5774645229424925,0.46590735898841085,3
0,0.5747347045786435,1,0.10664131039232187,0.6869026506326433,0.14739441153781063,0.5522994011035309,0.22091439439078686,0.5160386814841483,0.30096390135365325,3
0.12473248464042798,0.651727816147344,1,0.16582270600451457,0.7564519951424131,0.2350648423047652,0.6900466856032645,0.3486803363504719,0.6307119447613521,0.46651495773149215,3
0,0.016888755355272345,1,0.1813741152933968,0.6878623458981216,0.2702986017039212,0.6018204418565926,0.29209660079691846,0.5656280718802904,0.4039412741249703,3
0,0.5589779961347271,1,0.1610254525283939,0.6655876499703807,0.2754840996008797,0.5865056456392559,0.3246334209540111,0.5268378441030589,0.3745405296550601,3
0,0.24740226364001341,1,0.11341096030473027,0.7977148158608599,0.26517549168431365,0.6536012076882587,0.3088619019970276,0.6305896742957642,0.46821759097043236,3
0,0.4134161326413729,1,0.19415312931834466,0.6594878475439196,0.23389719509198098,0.5384915395612518,0.2616701695406714,0.5243288847697289,0.344767948791605,3
0.09606385205619723,0.6616402089518334,1,0.19671126038253883,0.6421861516152342,0.27150574095845237,0.6067891514936491,0.2962317889413467,0.5203390618847425,0.3863753966228023,3
0.09500541130188535,0.1226988683977222,1,0.16470782854267568,0.6742529702694848,0.2477824275063244,0.560402438736395,0.26730029875468997,0.49774869110816033,0.3350496167414289,3
0,0.6761958269838211,1,0.15761893297357693,0.7037945135541311,0.2877937658887689,0.6273692806680148,0.31909965266660306,0.5867764503841015,0.43680461996271513,3
0,0.7744674796198745,1,0.1171828010084736,0.7225558990566671,0.1857366752873173,0.6999080589059078,0.21868422677095883,0.5819517411300321,0.40525872103790095,3
0,0.6411964329297382,1,0.165205614932432,0.7596055869056323,0.2954259090825474,0.6308031376468274,0.3581797749940035,0.6085759254751921,0.4349963511008885,3
0.1594059686658901,0.6805710079097642,1,0.14321565682467274,0.6553193011920625,0.23916571909043843,0.6266630467803688,0.29548534370637924,0.5734348903644217,0.4342900124334381,3
0.0718062214655878,0.19826581224326453,1,0.08939423242451686,0.685227311109873,0.1738760479285133,0.6137785850606594,0.2624752413416621,0.538681589955762,0.4229476891901902,3
0.17463900479844133,0.3144932228218935,1,0.09788202170191815,0.6529317000908937,0.22504414616596952,0.6125506603976387,0.31983320459682707,0.5646189061777565,0.3689440239091455,3
0,0.5012663664413707,1,0.12276687148112228,0.6476414586550489,0.16705117281424192,0.6137734409240507,0.19278575001899978,0.5449560032647656,0.35523567667392264,3
0.22448992361017706,0.34709998665558744,1,0.17458033645562263,0.6891578913951328,0.3131880233048388,0.6647140178524984,0.3705549729696363,0.6502436006996204,0.5078683733171542,3
0,0.01897034158489044,1,0.14898489982968277,0.6601125342454609,0.17625224799773448,0.5313815393569734,0.20434039343116683,0.5017233947898598,0.313429908782542,3
0,0.4077556341832188,1,0.08515098478598737,0.8344036034667605,0.21014097726310554,0.795614604464235,0.24463904371873513,0.698600266308083,0.347886719190099,3
0,0.20904214944065347,1,0.15255494224486532,0.6901719078433675,0.20963241995285314,0.6246263279878992,0.3041867307450384,0.5668613012109518,0.3602348529499859,3
0.05441387773309679,0.755645299685402,1,0.17537166209818283,0.7337829796963693,0.22599428454554094,0.6598097966096221,0.2757006887486243,0.6148862577733505,0.46781582717445197,3
0,0.6329101354187253,1,0.15269426390746066,0.7340920717152155,0.18320522215733115,0.6271401845094065,0.26450311801935,0.6053600690243791,0.42813193239043157,3
0.2647406599186948,0.26703058920718087,1,0.10805294141446904,0.8078697914413986,0.17479467940329318,0.6628191724005261,0.255327970359608,0.636719047714499,0.46447601927360194,3
0.29495456324147673,0.7300223097428483,1,0.16844483287003542,0.7596868468264019,0.24275375558161227,0.6765840223598172,0.26873354197644295,0.6255550949252848,0.3366004227334624,3
0.14662182128804926,0.7568083664371374,1,0.14158991323425554,0.7988771204543301,0.3152178760986229,0.7766143237939667,0.3397513484906454,0.6847686862278135,0.4505254531837251,3
0.13038190220441154,0.7879463649766176,1,0.16816096738587952,0.708374270493063,0.31946492834429147,0.6271867308570196,0.4004832791346439,0.5996263718702494,0.46651017917993837,3
0.04076297518163473,0.2662057752965417,1,0.1014966454688464,0.8571345643270265,0.2304464198024221,0.8065171108949634,0.27496363583025174,0.6952374542084114,0.38535275768378585,3
0.10026959275230171,0.5170145765610258,1,0.06305643071364378,0.7343446250594731,0.1570015114364437,0.6468367533310992,0.1830429530426333,0.5910948787772433,0.43208257713328146,3
0.16229732229615126,0.7908298636883326,1,0.13233575402599568,0.6235947619698016,0.21961896033953943,0.5547605260010138,0.2719844038278289,0.5398077231730058,0.3843634992710722,3
0.07213848663780445,0.6515187975636968,1,0.18733080318645046,0.7376618942426396,0.3080256993432483,0.6615423689298938,0.32458813899128036,0.5721487793047357,0.43245685922628674,3
0,0.02523731562605889,1,0.12687086666932446,0.7446498873878377,0.28610050489599415,0.6653137041418717,0.32331192097746136,0.6102204866810503,0.38087528973639695,3
0.07199632840449734,0.764448852822766,1,0.1707454695837191,0.7599246544769298,0.27356318487092435,0.6587526024964131,0.3024020994257774,0.6220597825996013,0.4325348294123905,3
0.1172160493052179,0.7364643550546291,1,0.16911392517873303,0.6494522596059178,0.20345914703485146,0.5468813900688417,0.24567355678078884,0.4620787993221224,0.3680582598891386,3
0,0.026841426859290963,1,0.18611762619672728,0.6950295785164152,0.2315776758094379,0.6520643688055856,0.32195298858984245,0.5941091592281504,0.4050044001705912,3
0.15033374589376367,0.6062963780540335,1,0.13373765849819097,0.8152973112857853,0.25698304556176554,0.7528298393246181,0.3195728821318128,0.6430357844761856,0.4928060973086505,3
0,0.5473965029457265,1,0.14762863093670336,0.7877099026436085,0.3154790992461702,0.7160145033582748,0.38506891050981085,0.6988777571558167,0.5294242945243461,3
0,0.543734321940552,1,0.14107932210749896,0.7500314634587043,0.2199321148395339,0.6836559642591404,0.29630986477142435,0.6658129128609703,0.3766711900666814,3
0,0.3136391681437674,1,0.09713435651462682,0.7627706374018608,0.2371813418358536,0.735996743128245,0.33442747169236575,0.6558154582300542,0.5213542604351087,3
0.1689640684761263,0.261061501576419,1,0.13339327764222936,0.6313358235526808,0.26348590965419766,0.5680839494832164,0.34813192279128713,0.5108513504761675,0.3884622301697163,3
0,0.4476617333683149,1,0.12472501083214091,0.6922756793637698,0.1462932167016825,0.6247541293223835,0.16727199230240597,0.5980505037577998,0.28139314516091396,3
0,0.7664251879995869,1,0.12237941501059382,0.8172249655375421,0.21596927195378646,0.7843246153498066,0.37765420034188224,0.7487556969047361,0.5614726845149415,3
0.21982003228501812,0.5505627876163167,1,0.14134730209099278,0.735200998012193,0.19229134083312516,0.6990577762361712,0.26271682232411,0.6093121858349626,0.4311133250128145,3
0.20492607299938892,0.7671152518801496,1,0.08742645885104415,0.8215915881887016,0.27208998498174775,0.7175944781564899,0.394053979132373,0.6508271448720585,0.4977278114155319,3
0,0.04673030052048848,1,0.05634673501269544,0.8459927289672389,0.12308319098807519,0.7117715903674998,0.18834468216647948,0.6593824861370613,0.3357611055490534,3
0,0.45365167863138645,1,0.12845640960290278,0.6810502751117371,0.19968812828090804,0.627590293020984,0.2956387808146454,0.5363641149377006,0.44246290693419715,3
0.29145099859738877,0.3658293329547213,1,0.10893691862935323,0.7444695925312264,0.25988001595856935,0.6115934064507507,0.2861048254842418,0.5409208046503129,0.42738706935131554,3
0,0.38414536111580067,1,0.10541974355697249,0.667819316755404,0.17335124449388623,0.6082418912403467,0.23612381833360724,0.570217538694646,0.4176413831364194,3
0,0.44769355504383485,1,0.1790697321076145,0.7253706321909146,0.20499692413039827,0.6379424192575391,0.27527571864927713,0.542552372757386,0.3344020437285511,3
0,0.5794627886497083,1,0.18799750163343504,0.6328157631274325,0.2799348716645767,0.5641046522285125,0.34033690843792697,0.5336829218659991,0.390488914965474,3
0,0.3214150114704375,1,0.06346934205997415,0.8674142143340101,0.2049874582336716,0.7067948087377903,0.3143821823826629,0.681276502732791,0.4679961032595272,3
0,0.6850423640604095,1,0.19196662609864257,0.6309444473389679,0.3032073710882724,0.5572403387876748,0.36774499371698627,0.5415660497832613,0.42216162008800145,3
0.13922444517319435,0.3463189176260983,1,0.11391669465833336,0.7278411859276568,0.1656921359963569,0.6414470427533803,0.26169216060764644,0.595788384945013,0.45717744337064425,3
0.24172545429849668,0.37125093797243525,1,0.16064820327656965,0.7397890501316682,0.2598814844530865,0.6568855887696913,0.31196320922061704,0.5992955773308585,0.4385609497893826,3
0.28939029171876235,0.367650901408679,1,0.10303102684397175,0.7379156646710658,0.20272814296363995,0.5894532442144262,0.28722220988849306,0.5476674243131012,0.34180625729378894,3
0,0.18732775063271845,1,0.16241984846440893,0.6227066082672577,0.25165850813073604,0.5299459894486821,0.3286918124044981,0.516000354290579,0.4211589565135736,3
0.1343118240278352,0.25681349044917506,1,0.13224705389031235,0.6391511325477904,0.18765376741384315,0.589672437184131,0.28642304850682504,0.5459628058762522,0.4013960851770946,3
0,0.4504219738146801,1,0.1704876422495311,0.6255725248828562,0.28710288531808026,0.5517022806595766,0.32036991892618116,0.517953901869433,0.43946837305388053,3
0,0.1560890473729332,1,0.058200283880940853,0.7148136918012344,0.10293993465628082,0.6106789934746742,0.1734097133790044,0.5656001399573729,0.3785822462730741,3
0,0.14957808224114846,1,0.11566353534896363,0.7250464860324984,0.1587440170275024,0.6139541950307392,0.20894784444479114,0.577369700875824,0.32017718984871096,3
0.28909866768554604,0.5755274685588864,1,0.1475568259222626,0.6955065327832998,0.2703938015253742,0.610041638629837,0.3266790947573528,0.5575252011971119,0.43467549808129496,3
0.15078297977358998,0.7881952880834538,1,0.16912596673972538,0.69021307230208,0.24886931397230877,0.6261543043932298,0.31575052572057954,0.5990361392540247,0.41680157716080124,3
0.2111283770494503,0.504223623696091,1,0.06580257314893972,0.7138052725457339,0.11603941796981554,0.5712536897740352,0.2039027934353888,0.5101765878725153,0.2681158260039129,3
0,0.17570733823847276,1,0.1020121756904481,0.8040583964226938,0.25348745873315826,0.7787525998852218,0.31132053879912336,0.7602083337917785,0.53680983423756,3
0,0.4016059559550116,1,0.18952201778517963,0.7189817145559538,0.2709340296826968,0.5941219115293908,0.3130579526937157,0.5605221472296494,0.4033777906831898,3
0.2810967332003329,0.6133568995678647,1,0.13369152808327558,0.7496285560122792,0.197672781642951,0.6372817023858991,0.3053572054612347,0.5745319004256851,0.40963940762688256,3
0,0.12872089566535597,1,0.17457914366641925,0.5961997947195228,0.19741340391623363,0.5442487862104196,0.21539037830220847,0.5099789469185796,0.3781686453674278,3
0,0.06461559027799844,1,0.06250601821186783,0.6772396170436287,0.14481518157677842,0.5874962190081676,0.16397819393612345,0.5270343550932415,0.29613818453329654,3
0,0.2751145940087373,1,0.18223959378587,0.735456640618534,0.306649031322147,0.6608960109911464,0.3711393060732313,0.5909231707796505,0.4984057312872709,3
0.2107715968620752,0.2855259864409577,1,0.1685210979697475,0.7103278713273444,0.27418780586336866,0.6433751346659244,0.3720995280017693,0.6084477075478893,0.5051163739809524,3
0,0.7983179218978372,1,0.10130604055839201,0.7511621933497145,0.1339582761118564,0.6656454015231136,0.24201317638329117,0.5799151976598269,0.366595787662483,3
0,0.513607151044444,1,0.07397508005818208,0.7068500297828243,0.12689457182448938,0.5790331394074075,0.2532119626789975,0.543395499154341,0.3814255788410472,3
0,0.6482519691017399,1,0.10829055823841112,0.7361163469189079,0.2402905671287831,0.6065300526377325,0.31748759078801103,0.5732688247550235,0.44619911537029455,3
0,0.11792656724225106,1,0.08863358984076206,0.8086962054676741,0.18963155749933702,0.7762926165593607,0.322581769458959,0.7216872158342587,0.44875580679323923,3
0,0.09484556461553205,1,0.10213088278849149,0.8311956839996868,0.18918131444994557,0.7253076680000257,0.2557941081382695,0.6307597351483394,0.3364520919816849,3
0.018940296317258576,0.17253954038369956,1,0.1498521703270953,0.7295436935627999,0.29521944594757554,0.6797561709906061,0.3126011069618953,0.6003143940917661,0.40623831232014884,3
0,0.24478714085034162,1,0.1186457935252741,0.631024407569111,0.24670737859311342,0.5214519340382946,0.26726299755966204,0.49866774413421466,0.34002415549190634,3
0,0.04322173339495583,1,0.09453645798648735,0.6965948905575292,0.1778704840692772,0.5860999069197985,0.2019984753507219,0.54183430670044,0.3043743118143628,3
0.05402658157082272,0.6860257401311675,1,0.1031998198380553,0.7596188943217862,0.14236298794363145,0.5935606127787636,0.24322673640006598,0.5141823743002597,0.38864861430108516,3
0,0.7848957217775995,1,0.14019893108460493,0.6343264497535913,0.20232859047913948,0.5211045536523138,0.22677643209497345,0.5085836565102047,0.32702276885573234,3
0,0.6530476940522343,1,0.19971623507151925,0.5923367356183209,0.2368632836843128,0.5456063117589793,0.25925318530773994,0.5112699427713396,0.3526790038624673,3
0,0.7053145357784216,1,0.06655690189109324,0.7943885763273152,0.09474277573029155,0.6686414505596582,0.13993710787206148,0.536901242043202,0.27199457887658923,3
0.06436182748523368,0.24045968265295567,1,0.18690125615726838,0.5795195685476026,0.22719900708957275,0.5528820222993647,0.2818509384771995,0.5217847755293981,0.32851433734214863,3
0,0.3351985618159688,1,0.16725097767775843,0.7693269244615855,0.20052967282029655,0.7179120708871555,0.2435393696605903,0.650722055908487,0.3622520516234327,3
0.16219008368785404,0.6178284053476477,1,0.16298149543799573,0.6924628215316975,0.21721058625465434,0.6342949247576326,0.3205717184915821,0.5470441447522774,0.4060314592373351,3
0.061491076715055534,0.20490083962942762,1,0.16830931976842273,0.7790790417966162,0.2836110004477795,0.6835665353788638,0.35827113045027165,0.5953410587485995,0.4782092538700901,3
0.1377813114432707,0.7298459472311665,1,0.19897661694608376,0.6740367488391735,0.23113264757965263,0.6428931329679717,0.32812409333847575,0.5702946233517442,0.47696751153258193,3
0,0.3057636069474384,1,0.13057815895389074,0.6894482823927481,0.20684927085150906,0.638677008887129,0.22844515098338114,0.5938599172233566,0.38347412629516253,3
0,0.20861887533420662,1,0.1272046115220762,0.7334704023762746,0.22960861806110322,0.6324036926785834,0.3169221745143893,0.5870594228671907,0.45637827791290453,3
